,timestamp,cpu usage,memory usage
576,12:58:35,0.1,1.5
577,12:58:36,0.1,1.5
578,12:58:37,0.1,1.5
579,12:58:38,15.5,1.5
580,12:58:39,30.7,1.5
581,12:58:40,30.4,1.5
582,12:58:41,30.5,1.5
583,12:58:42,30.4,1.5
584,12:58:43,30.5,1.5
585,12:58:44,30.5,1.5
586,12:58:45,30.6,1.5
587,12:58:46,30.4,1.5
588,12:58:47,30.5,1.5
589,12:58:48,30.4,1.5
590,12:58:49,30.4,1.5
591,12:58:50,30.4,1.5
592,12:58:51,30.7,1.5
593,12:58:52,30.4,1.5
594,12:58:53,30.5,1.5
595,12:58:54,30.7,1.5
596,12:58:55,30.4,1.5
597,12:58:56,30.6,1.5
598,12:58:57,30.5,1.5
599,12:58:58,30.6,1.5
600,12:58:59,30.5,1.5
601,12:59:00,30.6,1.5
602,12:59:01,30.6,1.5
603,12:59:02,30.4,1.5
604,12:59:03,30.5,1.5
605,12:59:04,31.9,1.4
606,12:59:05,33.3,1.5
607,12:59:06,30.5,1.5
608,12:59:07,30.5,1.5
609,12:59:08,12.4,1.5
610,12:59:09,0.1,1.5
611,12:59:10,0.1,1.5
612,12:59:11,0.1,1.5
613,12:59:12,12.4,1.5
614,12:59:13,32.2,1.5
615,12:59:14,32.3,1.5
616,12:59:15,32.2,1.5
617,12:59:16,32.2,1.5
618,12:59:17,32.3,1.5
619,12:59:18,32.2,1.5
620,12:59:19,32.2,1.5
621,12:59:20,32.2,1.5
622,12:59:21,32.6,1.5
623,12:59:22,32.2,1.5
624,12:59:23,32.3,1.5
625,12:59:24,32.2,1.5
626,12:59:25,32.3,1.5
627,12:59:26,32.3,1.5
628,12:59:27,32.3,1.5
629,12:59:28,32.3,1.5
630,12:59:29,32.4,1.5
631,12:59:30,32.3,1.5
632,12:59:31,32.3,1.5
633,12:59:32,32.3,1.5
634,12:59:33,32.3,1.5
635,12:59:34,32.3,1.5
636,12:59:35,32.3,1.5
637,12:59:36,32.2,1.5
638,12:59:37,32.3,1.5
639,12:59:38,32.2,1.5
640,12:59:39,32.3,1.5
641,12:59:40,32.4,1.5
642,12:59:41,32.2,1.5
643,12:59:42,17.1,1.5
644,12:59:43,0.1,1.5
645,12:59:44,0.3,1.5
646,12:59:45,0.1,1.5
647,12:59:46,0.1,1.5
648,12:59:47,0.1,1.5
649,12:59:48,0.1,1.5
650,12:59:49,8.3,1.5
651,12:59:50,34.1,1.5
652,12:59:51,34.5,1.5
653,12:59:52,34,1.5
654,12:59:53,34.1,1.5
655,12:59:54,34,1.5
656,12:59:55,34,1.5
657,12:59:56,34,1.5
658,12:59:57,34.1,1.5
659,12:59:58,34,1.5
660,12:59:59,34.1,1.5
661,13:00:00,34,1.5
662,13:00:01,34.1,1.5
663,13:00:02,34,1.5
664,13:00:03,34.1,1.5
665,13:00:04,34.1,1.5
666,13:00:05,34.1,1.5
667,13:00:06,34,1.5
668,13:00:07,34.1,1.5
669,13:00:08,34,1.5
670,13:00:09,34,1.5
671,13:00:10,34,1.5
672,13:00:11,34,1.5
673,13:00:12,34.1,1.5
674,13:00:13,33.9,1.5
675,13:00:14,34.4,1.5
676,13:00:15,34,1.5
677,13:00:16,34.1,1.5
678,13:00:17,34.1,1.5
679,13:00:18,34,1.5
680,13:00:19,22.9,1.5
